x,hor_1,hor_2,hor_3,hor_4
699,702.59998,826.79999,857.40002,945.29999
700,702.79999,826.79999,857.29999,945.5
701,702.89996,826.79999,857.20001,945.70001
702,703.0,826.69995,857.0,945.79999
703,702.89996,826.60004,856.80005,945.90002
704,702.79999,826.39996,856.70001,946.0
705,702.59998,826.30005,856.5,946.30005
706,702.40002,826.20001,856.40002,946.60004
707,702.09998,826.20001,856.29999,947.0
708,701.90002,826.39996,856.19995,947.60004
709,701.69995,826.79999,856.10004,948.29999
710,701.60004,827.20001,856.10004,948.89996
711,701.60004,827.70001,856.19995,949.5
712,701.69995,828.0,856.29999,950.0
713,701.79999,828.10004,856.40002,950.5
714,702.0,828.20001,856.5,951.0
715,702.09998,828.29999,856.59998,951.5
716,702.20001,828.40002,856.59998,952.09998
717,702.20001,828.5,856.59998,952.59998
718,702.20001,828.20001,856.5,953.0
719,702.20001,827.79999,856.19995,953.20001
720,702.0,827.5,856.0,953.29999
721,701.90002,827.29999,855.70001,953.29999
722,701.69995,827.20001,855.59998,953.40002
723,701.60004,827.29999,855.59998,953.40002
724,701.5,827.40002,855.70001,953.5
725,701.39996,827.59998,855.79999,953.70001
726,701.30005,827.70001,855.89996,953.89996
727,701.30005,827.89996,856.10004,954.10004
728,701.30005,828.10004,856.29999,954.29999
729,701.30005,828.20001,856.59998,954.5
730,701.30005,828.29999,856.80005,954.59998
731,701.39996,828.40002,857.0,954.79999
732,701.39996,828.40002,857.20001,954.79999
733,701.39996,828.40002,857.10004,954.59998
734,701.5,828.40002,857.10004,954.29999
735,701.60004,828.40002,857.10004,953.89996
736,701.69995,828.5,857.20001,953.40002
737,701.79999,828.5,857.20001,952.79999
738,702.0,828.70001,857.20001,952.20001
739,702.09998,828.89996,857.20001,951.69995
740,702.29999,829.0,857.20001,951.30005
741,702.5,829.20001,857.10004,950.90002
742,702.70001,829.40002,857.0,950.40002
743,702.89996,829.29999,856.89996,949.79999
744,703.0,829.10004,856.80005,949.10004
745,703.20001,828.89996,856.59998,948.40002
746,703.29999,828.80005,856.29999,947.70001
747,703.29999,828.59998,855.89996,947.09998
748,703.40002,828.40002,855.79999,946.69995
749,703.40002,828.10004,855.79999,946.60004
750,703.5,827.79999,855.70001,946.60004
751,703.59998,827.59998,855.70001,946.69995
752,703.89996,827.59998,856.0,947.09998
753,704.20001,827.89996,856.5,947.79999
754,704.70001,828.40002,857.29999,948.70001
755,705.20001,829.10004,858.39996,950.0
756,705.69995,830.09998,859.70001,951.5
757,706.20001,831.20001,861.0,953.20001
758,706.70001,832.29999,861.79999,954.79999
759,707.09998,833.29999,862.5,956.30005
760,707.5,834.20001,863.09998,957.59998
761,707.70001,834.90002,863.60004,958.70001
762,708.0,835.5,864.09998,959.70001
763,708.19995,836.20001,864.59998,960.69995
764,708.40002,836.59998,865.20001,961.70001
765,708.5,837.0,865.80005,962.70001
766,708.5,837.20001,866.19995,963.70001
767,708.5,837.20001,866.40002,964.39996
768,708.29999,836.79999,865.89996,964.60004
769,708.0,836.20001,865.20001,964.60004
770,707.70001,835.39996,864.29999,964.29999
771,707.20001,834.5,863.30005,963.79999
772,706.79999,833.5,862.20001,963.10004
773,706.39996,832.40002,861.10004,962.10004
774,706.09998,831.20001,859.90002,960.69995
775,705.79999,829.90002,858.60004,959.0
776,705.60004,828.59998,857.29999,957.0
777,705.5,827.59998,856.19995,955.0
778,705.5,827.0,855.59998,953.10004
779,705.5,826.69995,855.40002,951.39996
780,705.60004,826.69995,855.5,950.0
781,705.69995,826.90002,855.70001,949.0
782,705.69995,827.0,855.89996,948.29999
783,705.79999,827.40002,856.0,947.90002
784,705.79999,827.79999,856.10004,947.70001
785,705.69995,828.20001,856.29999,947.5
786,705.60004,828.5,856.5,947.29999
787,705.5,829.0,856.70001,947.0
788,705.5,829.5,857.10004,946.79999
789,705.39996,830.09998,857.59998,946.60004
790,705.29999,830.5,857.90002,946.39996
791,705.29999,830.90002,858.20001,946.30005
792,705.39996,831.30005,858.39996,946.39996
793,705.5,831.90002,858.79999,946.60004
794,705.60004,832.59998,859.09998,946.90002
795,705.79999,833.19995,859.39996,947.39996
796,705.90002,833.70001,859.60004,948.0
797,706.09998,833.79999,859.79999,948.70001
798,706.20001,833.70001,859.79999,949.29999
799,706.30005,833.29999,859.70001,949.89996
800,706.39996,832.70001,859.60004,950.5
801,706.60004,832.09998,859.5,950.90002
802,706.70001,831.70001,859.39996,951.39996
803,706.90002,831.60004,859.39996,951.90002
804,707.0,831.79999,859.5,952.5
805,707.20001,832.20001,859.70001,953.20001
806,707.29999,832.59998,859.90002,954.0
807,707.40002,833.19995,860.20001,954.79999
808,707.40002,833.59998,860.5,955.60004
809,707.5,834.10004,860.80005,956.30005
810,707.5,834.59998,861.10004,956.79999
811,707.5,835.0,861.29999,957.09998
812,707.59998,835.20001,861.29999,957.20001
813,707.59998,835.0,861.29999,957.09998
814,707.59998,834.59998,861.10004,956.79999
815,707.59998,834.20001,860.89996,956.39996
816,707.5,833.79999,860.70001,956.0
817,707.40002,833.5,860.40002,955.60004
818,707.20001,833.40002,859.79999,955.29999
819,706.90002,833.40002,859.29999,955.09998
820,706.70001,833.5,858.69995,955.0
821,706.39996,833.59998,858.29999,954.90002
822,706.20001,833.79999,858.0,955.0
823,706.09998,834.0,858.29999,955.29999
824,706.20001,834.40002,858.79999,955.79999
825,706.5,834.79999,859.39996,956.60004
826,706.90002,835.30005,860.20001,957.59998
827,707.5,835.90002,860.89996,958.70001
828,708.19995,836.29999,861.89996,960.09998
829,708.89996,836.59998,862.79999,961.39996
830,709.70001,837.0,863.60004,962.59998
831,710.39996,837.29999,864.20001,963.70001
832,711.09998,837.5,864.70001,964.60004
833,711.79999,837.80005,865.20001,965.5
834,712.29999,838.0,865.70001,966.5
835,712.80005,838.29999,866.19995,967.59998
836,713.29999,838.70001,866.70001,968.70001
837,713.70001,839.0,867.20001,969.79999
838,714.09998,839.09998,867.39996,970.70001
839,714.5,839.20001,867.60004,971.40002
840,714.90002,839.20001,867.69995,971.89996
841,715.30005,839.20001,867.79999,972.19995
842,715.60004,839.29999,867.90002,972.29999
843,715.90002,839.70001,868.20001,972.29999
844,716.20001,840.20001,868.60004,972.29999
845,716.29999,840.69995,869.0,972.19995
846,716.40002,841.09998,869.5,972.19995
847,716.40002,841.5,869.70001,972.29999
848,716.40002,841.5,869.59998,972.5
849,716.29999,841.29999,869.20001,972.89996
850,716.0,841.0,868.70001,973.20001
851,715.60004,840.60004,868.20001,973.5
852,715.09998,840.20001,867.69995,973.70001
853,714.5,839.79999,867.39996,973.59998
854,713.90002,839.39996,867.09998,973.29999
855,713.29999,838.90002,866.79999,972.89996
856,712.59998,838.40002,866.40002,972.5
857,712.10004,837.89996,866.0,971.89996
858,711.79999,837.70001,865.80005,971.20001
859,711.5,837.59998,865.59998,970.5
860,711.39996,837.59998,865.5,969.90002
861,711.39996,837.80005,865.40002,969.5
862,711.39996,837.89996,865.5,969.39996
863,711.39996,837.89996,865.5,969.5
864,711.5,837.89996,865.5,969.79999
865,711.59998,837.80005,865.5,970.20001
866,711.70001,837.80005,865.5,970.60004
867,711.79999,837.70001,865.40002,970.90002
868,711.79999,837.80005,865.29999,970.70001
869,711.70001,837.80005,865.20001,970.30005
870,711.5,837.80005,865.0,969.90002
871,711.29999,837.70001,864.79999,969.5
872,711.0,837.5,864.70001,969.0
873,710.69995,837.40002,864.5,968.29999
874,710.5,837.20001,864.29999,967.29999
875,710.30005,837.0,864.20001,966.40002
876,710.09998,836.79999,864.09998,965.39996
877,710.09998,836.79999,864.09998,964.39996
878,710.09998,837.0,864.29999,963.59998
879,710.09998,837.29999,864.59998,963.0
880,710.20001,837.80005,865.0,962.59998
881,710.30005,838.19995,865.29999,962.29999
882,710.39996,838.59998,865.40002,962.20001
883,710.5,838.5,865.40002,962.20001
884,710.60004,838.29999,865.29999,962.40002
885,710.69995,838.10004,865.20001,962.59998
886,710.79999,838.0,865.10004,962.89996
887,710.90002,838.10004,865.20001,963.29999
888,711.0,838.29999,865.40002,963.90002
889,711.20001,838.59998,865.70001,964.5
890,711.29999,839.0,866.0,965.0
891,711.5,839.29999,866.19995,965.39996
892,711.59998,839.39996,866.40002,965.79999
893,711.70001,839.60004,866.5,966.20001
894,711.59998,839.70001,866.5,966.70001
895,711.59998,839.70001,866.5,967.19995
896,711.39996,839.60004,866.40002,967.80005
897,711.20001,839.5,866.29999,968.40002
898,711.0,839.20001,866.10004,969.09998
899,710.79999,838.90002,865.89996,969.60004
900,710.5,838.59998,865.80005,970.09998
901,710.20001,838.40002,865.59998,970.39996
902,710.0,838.10004,865.59998,970.60004
903,709.90002,838.10004,865.59998,970.70001
904,709.79999,838.19995,865.70001,970.60004
905,709.70001,838.19995,865.89996,970.5
906,709.70001,838.29999,866.0,970.39996
907,709.70001,838.40002,866.19995,970.20001
908,709.79999,838.40002,866.29999,970.0
909,709.79999,838.5,866.29999,969.69995
910,709.90002,838.5,866.19995,969.5
911,709.79999,838.5,866.19995,969.39996
912,709.79999,838.5,866.19995,969.29999
913,709.79999,838.5,866.19995,969.20001
914,709.90002,838.40002,866.29999,969.20001
915,709.90002,838.40002,866.29999,969.20001
916,709.90002,838.40002,866.40002,969.09998
917,709.90002,838.5,866.5,968.90002
918,709.90002,838.59998,866.59998,968.5
919,709.90002,838.70001,866.79999,968.0
920,709.79999,838.79999,866.90002,967.59998
921,709.70001,839.0,867.0,967.19995
922,709.5,839.09998,867.0,966.70001
923,709.40002,839.09998,867.09998,966.29999
924,709.20001,839.0,867.0,965.69995
925,709.0,838.90002,867.0,965.09998
926,708.70001,838.79999,866.90002,964.60004
927,708.5,838.79999,866.90002,964.09998
928,708.29999,838.90002,866.90002,963.70001
929,708.10004,839.0,866.90002,963.59998
930,708.0,839.09998,867.0,963.5
931,707.89996,839.20001,867.0,963.5
932,707.79999,839.20001,866.90002,963.70001
933,707.79999,839.20001,866.90002,963.79999
934,707.79999,839.09998,866.79999,964.0
935,707.79999,839.0,866.70001,964.29999
936,707.70001,838.79999,866.5,964.60004
937,707.5,838.59998,866.29999,964.90002
938,707.29999,838.5,866.10004,965.20001
939,707.09998,838.29999,865.89996,965.30005
940,706.79999,838.19995,865.70001,965.5
941,706.5,838.19995,865.59998,965.60004
942,706.30005,838.0,865.5,965.79999
943,706.0,838.0,865.40002,966.09998
944,705.79999,837.80005,865.40002,966.5
945,705.60004,837.70001,865.40002,967.0
946,705.5,837.5,865.40002,967.59998
947,705.29999,837.40002,865.40002,968.10004
948,705.20001,837.40002,865.20001,968.59998
949,705.09998,837.40002,865.10004,969.0
950,705.0,837.40002,864.89996,969.29999
951,704.90002,837.40002,864.79999,969.5
952,704.70001,837.29999,864.70001,969.5
953,704.59998,837.20001,864.40002,969.20001
954,704.40002,836.90002,864.09998,968.79999
955,704.20001,836.59998,863.90002,968.20001
956,704.0,836.39996,863.69995,967.59998
957,703.89996,836.29999,863.60004,966.89996
958,703.80005,836.39996,863.69995,966.29999
959,703.80005,836.70001,863.90002,965.69995
960,703.80005,837.10004,864.20001,965.30005
961,703.80005,837.40002,864.5,965.0
962,703.89996,837.5,864.79999,964.70001
963,704.10004,837.70001,865.0,964.5
964,704.20001,837.80005,865.10004,964.29999
965,704.40002,837.80005,865.20001,964.20001
966,704.59998,837.89996,865.29999,964.09998
967,704.79999,838.10004,865.40002,964.0
968,705.0,838.29999,865.70001,964.09998
969,705.09998,838.70001,865.89996,964.29999
970,705.29999,839.0,866.0,964.60004
971,705.29999,839.20001,866.10004,964.79999
972,705.29999,839.09998,866.10004,965.0
973,705.29999,839.09998,866.0,965.30005
974,705.29999,838.90002,865.80005,965.60004
975,705.29999,838.59998,865.70001,965.90002
976,705.29999,838.19995,865.5,966.40002
977,705.20001,837.89996,865.29999,966.89996
978,705.09998,837.89996,865.20001,967.5
979,705.09998,838.0,865.10004,968.10004
980,705.09998,838.10004,865.0,968.70001
981,705.09998,838.10004,865.0,969.09998
982,705.20001,838.10004,865.0,969.60004
983,705.29999,838.19995,865.0,970.09998
984,705.5,838.10004,865.20001,970.79999
985,705.60004,838.0,865.40002,971.59998
986,705.60004,837.89996,865.59998,972.70001
987,705.60004,837.89996,865.80005,973.90002
988,705.60004,838.10004,865.89996,975.20001
989,705.60004,838.5,866.0,976.59998
990,705.5,838.90002,866.10004,977.70001
991,705.5,839.29999,866.10004,978.60004
992,705.39996,839.5,866.19995,979.39996
993,705.39996,839.60004,866.29999,980.20001
994,705.39996,839.60004,866.5,981.10004
995,705.5,839.5,866.70001,982.10004
996,705.5,839.39996,866.90002,983.39996
997,705.60004,839.39996,867.0,984.90002
998,705.69995,839.29999,867.09998,986.59998
999,705.79999,839.29999,867.09998,988.39996
1000,705.90002,839.39996,867.0,989.89996
1001,705.90002,839.39996,866.79999,991.10004
1002,706.0,839.5,866.70001,992.0
1003,706.0,839.5,866.70001,992.5
1004,705.90002,839.5,866.79999,992.69995
1005,705.90002,839.39996,866.70001,992.5
1006,705.79999,839.20001,866.59998,991.90002
1007,705.60004,838.90002,866.19995,990.70001
1008,705.39996,838.5,865.80005,988.79999
1009,705.20001,838.0,865.20001,986.59998
1010,704.90002,837.59998,864.59998,984.29999
1011,704.70001,837.20001,864.09998,982.29999
1012,704.40002,837.0,863.69995,980.70001
1013,704.20001,836.70001,863.60004,979.39996
1014,704.10004,836.59998,863.60004,978.39996
1015,704.0,836.5,863.69995,977.40002
1016,704.0,836.39996,863.69995,976.40002
1017,703.89996,836.39996,863.60004,975.29999
1018,703.89996,836.39996,863.60004,974.39996
1019,703.89996,836.5,863.60004,973.70001
1020,703.89996,836.5,863.5,973.10004
1021,703.89996,836.5,863.5,972.70001
1022,703.89996,836.5,863.39996,972.29999
1023,703.80005,836.59998,863.30005,972.0
1024,703.59998,836.59998,863.09998,971.70001
1025,703.5,836.5,863.0,971.20001
1026,703.40002,836.5,862.90002,970.70001
1027,703.40002,836.5,862.90002,970.20001
1028,703.5,836.59998,863.0,969.79999
1029,703.70001,836.59998,863.09998,969.29999
1030,704.0,836.70001,863.39996,969.0
1031,704.40002,836.79999,863.69995,968.70001
1032,704.70001,837.0,864.0,968.5
1033,705.09998,837.0,864.0,968.40002
1034,705.5,836.90002,863.90002,968.29999
1035,705.79999,837.0,863.90002,968.20001
1036,706.09998,837.0,863.79999,968.20001
1037,706.20001,836.90002,863.79999,968.10004
1038,706.30005,837.10004,864.0,968.10004
1039,706.30005,837.29999,864.20001,968.10004
1040,706.30005,837.5,864.40002,968.10004
1041,706.20001,837.5,864.5,968.10004
1042,706.20001,837.5,864.40002,968.10004
1043,706.09998,837.5,864.5,967.89996
1044,706.09998,837.5,864.40002,967.59998
1045,706.09998,837.29999,864.29999,967.19995
1046,706.09998,837.10004,864.0,966.79999
1047,706.09998,837.0,863.79999,966.20001
1048,706.20001,837.0,863.60004,965.69995
1049,706.20001,837.10004,863.39996,965.20001
1050,706.20001,837.20001,863.30005,964.70001
1051,706.30005,837.29999,863.20001,964.39996
1052,706.30005,837.29999,863.09998,964.09998
1053,706.30005,837.20001,863.20001,963.79999
1054,706.30005,837.10004,863.30005,963.59998
1055,706.30005,836.90002,863.39996,963.29999
1056,706.30005,836.79999,863.5,963.0
1057,706.39996,836.59998,863.5,962.70001
1058,706.60004,836.59998,863.39996,962.29999
1059,706.79999,836.59998,863.30005,961.90002
1060,707.0,836.70001,863.09998,961.59998
1061,707.09998,836.70001,862.79999,961.29999
1062,707.09998,836.70001,862.5,960.90002
1063,707.09998,836.39996,862.20001,960.5
1064,707.0,836.09998,862.0,960.0
1065,707.0,835.69995,861.70001,959.29999
1066,707.09998,835.39996,861.5,958.70001
1067,707.20001,835.20001,861.29999,958.0
1068,707.40002,835.20001,861.29999,957.59998
1069,707.59998,835.30005,861.29999,957.29999
1070,707.79999,835.5,861.40002,957.09998
1071,707.89996,835.69995,861.59998,957.0
1072,708.10004,835.90002,861.70001,956.90002
1073,708.10004,836.0,861.79999,956.79999
1074,708.19995,835.90002,861.89996,956.79999
1075,708.19995,835.79999,862.0,956.79999
1076,708.19995,835.69995,862.0,956.70001
1077,708.19995,835.60004,861.89996,956.70001
1078,708.29999,835.69995,861.79999,956.70001
1079,708.40002,835.79999,861.59998,956.70001
1080,708.40002,835.90002,861.40002,956.70001
1081,708.5,836.0,861.19995,956.70001
1082,708.59998,836.0,861.0,956.79999
1083,708.59998,836.0,861.10004,956.79999
1084,708.59998,836.0,861.19995,956.90002
1085,708.59998,836.0,861.29999,957.0
1086,708.70001,836.0,861.5,957.20001
1087,708.79999,836.09998,861.79999,957.29999
1088,709.0,836.29999,862.20001,957.5
1089,709.20001,836.5,862.60004,957.70001
1090,709.40002,836.70001,863.0,957.79999
1091,709.59998,836.90002,863.39996,957.89996
1092,709.79999,837.0,863.79999,958.0
1093,709.90002,837.10004,863.90002,958.0
1094,710.09998,837.20001,864.09998,958.10004
1095,710.20001,837.29999,864.20001,958.10004
1096,710.20001,837.5,864.40002,958.10004
1097,710.30005,837.70001,864.59998,958.10004
1098,710.30005,837.89996,864.70001,958.10004
1099,710.30005,838.10004,864.89996,958.10004
1100,710.30005,838.29999,865.0,958.10004
1101,710.30005,838.5,865.0,958.10004
1102,710.30005,838.59998,865.0,958.10004
1103,710.30005,838.59998,865.10004,958.10004
1104,710.20001,838.59998,865.10004,958.10004
1105,710.20001,838.59998,865.10004,958.10004
1106,710.09998,838.59998,865.10004,958.0
1107,710.0,838.59998,865.20001,958.0
1108,710.0,838.90002,865.40002,957.89996
1109,710.0,839.29999,865.70001,957.89996
1110,710.20001,839.70001,866.0,957.79999
1111,710.39996,839.90002,866.29999,957.79999
1112,710.69995,840.09998,866.5,957.70001
1113,711.0,840.20001,866.59998,957.70001
1114,711.29999,840.20001,866.70001,957.70001
1115,711.59998,840.30005,866.79999,957.79999
1116,711.90002,840.30005,866.90002,957.79999
1117,712.20001,840.5,867.09998,957.89996
1118,712.40002,840.90002,867.5,958.10004
1119,712.5,841.29999,867.90002,958.29999
1120,712.59998,841.79999,868.30005,958.5
1121,712.59998,842.10004,868.70001,958.79999
1122,712.5,842.40002,868.90002,959.10004
1123,712.40002,842.29999,868.79999,959.40002
1124,712.20001,842.0,868.60004,959.79999
1125,712.0,841.70001,868.39996,960.30005
1126,711.90002,841.40002,868.20001,960.69995
1127,711.79999,841.29999,868.09998,961.09998
1128,711.79999,841.40002,868.09998,961.29999
1129,711.79999,841.70001,868.20001,961.29999
1130,711.79999,842.10004,868.30005,961.29999
1131,711.70001,842.59998,868.39996,961.20001
1132,711.79999,843.0,868.60004,961.0
1133,711.90002,842.70001,868.79999,960.79999
1134,712.0,842.19995,869.20001,960.5
1135,712.29999,841.79999,869.59998,960.20001
1136,712.59998,841.79999,870.10004,959.90002
1137,713.0,842.10004,870.70001,959.70001
1138,713.29999,842.80005,871.10004,959.59998
1139,713.59998,843.90002,871.5,959.5
1140,713.79999,845.0,871.79999,959.5
1141,713.90002,846.09998,872.09998,959.5
1142,714.09998,847.0,872.30005,959.70001
1143,714.09998,847.70001,872.5,959.79999
1144,714.09998,848.10004,872.60004,959.90002
1145,713.90002,848.40002,872.79999,960.09998
1146,713.70001,848.70001,872.90002,960.20001
1147,713.5,848.90002,873.0,960.30005
1148,713.40002,849.20001,873.0,960.20001
1149,713.40002,849.30005,872.79999,960.09998
1150,713.5,849.39996,872.69995,960.0
1151,713.59998,849.30005,872.60004,959.79999
1152,713.59998,849.0,872.60004,959.70001
1153,713.59998,848.70001,872.5,959.5
1154,713.59998,848.29999,872.5,959.29999
1155,713.79999,847.89996,872.5,959.29999
1156,713.90002,847.59998,872.60004,959.29999
1157,713.79999,847.59998,872.79999,959.59998
1158,713.70001,847.79999,873.09998,960.0
1159,713.59998,848.40002,873.5,960.69995
1160,713.59998,849.20001,873.79999,961.29999
1161,713.59998,850.0,874.10004,962.0
1162,713.70001,850.70001,874.40002,962.5
1163,713.70001,851.10004,874.70001,963.0
1164,713.90002,851.5,874.89996,963.40002
1165,714.09998,851.70001,875.19995,963.70001
1166,714.29999,852.0,875.5,964.09998
1167,714.60004,852.10004,875.79999,964.29999
1168,714.79999,852.10004,876.0,964.39996
1169,715.09998,851.89996,876.20001,964.39996
1170,715.30005,851.70001,876.40002,964.29999
1171,715.5,851.29999,876.60004,964.20001
1172,715.60004,851.0,876.79999,964.0
1173,715.69995,850.79999,876.79999,963.90002
1174,715.79999,850.59998,876.70001,963.79999
1175,715.79999,850.29999,876.60004,963.79999
1176,715.79999,850.0,876.5,963.79999
1177,715.79999,849.69995,876.40002,963.79999
1178,715.79999,849.09998,876.09998,963.79999
1179,715.69995,848.5,875.79999,963.90002
1180,715.60004,848.0,875.40002,964.0
1181,715.5,847.59998,875.10004,964.09998
1182,715.5,847.29999,874.80005,964.20001
1183,715.5,847.40002,874.59998,964.29999
1184,715.5,847.59998,874.40002,964.39996
1185,715.60004,847.89996,874.20001,964.60004
1186,715.69995,848.20001,874.0,964.90002
1187,715.79999,848.40002,873.90002,965.20001
1188,716.0,848.29999,874.10004,965.60004
1189,716.20001,848.0,874.40002,966.09998
1190,716.40002,847.70001,874.70001,966.59998
1191,716.59998,847.5,875.0,967.0
1192,716.79999,847.59998,875.40002,967.40002
1193,716.89996,847.89996,875.59998,967.89996
1194,717.10004,848.70001,875.79999,968.5
1195,717.19995,849.60004,876.09998,969.09998
1196,717.5,850.5,876.40002,969.79999
1197,717.70001,851.20001,876.79999,970.5
1198,717.80005,851.5,877.0,971.09998
1199,717.89996,851.5,877.09998,971.59998
1200,718.0,851.29999,877.20001,972.0
1201,718.0,850.90002,877.30005,972.29999
1202,718.0,850.5,877.39996,972.40002
1203,717.89996,850.20001,877.39996,972.29999
1204,717.70001,849.90002,877.5,972.19995
1205,717.59998,849.60004,877.60004,971.89996
1206,717.5,849.39996,877.79999,971.59998
1207,717.40002,849.20001,878.09998,971.20001
1208,717.29999,849.39996,878.29999,970.90002
1209,717.29999,849.79999,878.59998,970.5
1210,717.29999,850.20001,878.79999,970.20001
1211,717.29999,850.70001,878.89996,969.90002
1212,717.19995,851.0,879.0,969.69995
1213,717.10004,851.10004,878.79999,969.39996
1214,716.89996,850.90002,878.40002,969.09998
1215,716.59998,850.70001,877.90002,968.79999
1216,716.29999,850.39996,877.39996,968.5
1217,715.90002,850.09998,876.79999,968.29999
1218,715.39996,849.39996,876.09998,968.29999
1219,714.90002,848.70001,875.40002,968.40002
1220,714.29999,848.10004,874.80005,968.59998
1221,713.70001,847.40002,874.29999,968.70001
1222,713.10004,846.80005,873.79999,968.79999
1223,712.5,846.20001,873.39996,968.79999
1224,712.20001,845.5,873.0,968.79999
1225,712.0,844.79999,872.5,968.59998
1226,,,,
1227,,,,
1228,,,,
1229,,,,
1230,,,,
1231,,,,
1232,,,,
1233,,,,
1234,,,,
1235,,,,
1236,,,,
1237,,,,
1238,,,,
1239,,,,
1240,,,,
1241,,,,
1242,,,,
1243,,,,
1244,,,,
1245,,,,
1246,,,,
1247,,,,
